date,net_trading_volume,net_trading_value_billion_vnd,buy_volume,buy_value_billion_vnd,sell_volume,sell_value_billion_vnd,remaining_room,current_ownership,ticker
2024-07-10,0,0.0,0,0.0,0,0.0,5734159,0.15,bkc
2024-07-08,-200,-0.0,0,0.0,200,0.0,5733959,0.15,bkc
2024-07-04,0,0.0,0,0.0,0,0.0,5733959,0.15,bkc
2024-07-03,0,0.0,0,0.0,0,0.0,5733959,0.15,bkc
2024-07-02,0,0.0,0,0.0,0,0.0,5733959,0.15,bkc
2024-07-01,0,0.0,0,0.0,0,0.0,5733959,0.15,bkc
2024-06-28,0,0.0,0,0.0,0,0.0,5733959,0.15,bkc
2024-06-27,0,0.0,0,0.0,0,0.0,5733959,0.15,bkc
2024-06-26,0,0.0,0,0.0,0,0.0,5733959,0.15,bkc
2024-06-25,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-06-24,-700,-0.01,0,0.0,700,0.01,5733259,0.16,bkc
2024-06-21,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-06-20,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-06-19,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-06-18,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-06-17,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-06-14,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-06-13,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-06-12,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-06-11,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-06-10,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-06-07,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-06-06,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-06-05,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-06-04,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-06-03,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-05-31,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-30,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-29,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-28,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-27,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-24,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-05-23,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-22,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-21,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-20,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-17,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-16,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-05-15,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-05-14,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-05-13,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-10,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-09,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-08,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-07,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-06,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-03,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-05-02,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-04-26,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-04-25,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-04-24,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-04-23,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-04-22,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-04-19,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-04-17,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-04-16,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-04-15,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-04-12,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-04-11,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-04-10,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-04-09,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-04-08,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-04-05,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-04-04,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-04-03,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-04-02,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-04-01,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-03-29,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-03-28,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-03-27,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-03-26,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-03-25,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-03-22,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-03-21,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-03-20,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-03-19,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-03-18,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-03-15,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-03-14,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-03-13,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-03-12,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-03-11,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-03-08,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-03-07,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-03-06,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-03-05,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-03-04,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-03-01,0,0.0,0,0.0,0,0.0,5733259,0.0,bkc
2024-02-29,0,0.0,0,0.0,0,0.0,5733259,0.16,bkc
2024-02-28,0,0.0,0,0.0,0,0.0,5731059,0.0,bkc
2024-02-27,-2200,-0.02,0,0.0,2200,0.02,5731059,0.0,bkc
2024-02-26,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-02-23,0,0.0,0,0.0,0,0.0,5731059,0.0,bkc
2024-02-22,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-02-21,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-02-20,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-02-19,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-02-16,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-02-15,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-02-07,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-02-06,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-02-05,0,0.0,0,0.0,0,0.0,5731059,0.0,bkc
2024-02-02,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-02-01,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-31,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-30,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-29,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-26,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-25,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-24,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-23,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-22,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-19,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-18,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-17,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-16,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-15,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-12,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-11,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-10,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-09,0,0.0,0,0.0,0,0.0,5731059,0.17,bkc
2024-01-08,700,0.01,700,0.01,0,0.0,5731059,0.17,bkc
2024-01-05,0,0.0,0,0.0,0,0.0,5731759,0.17,bkc
2024-01-04,0,0.0,0,0.0,0,0.0,5731759,0.17,bkc
2024-01-03,0,0.0,0,0.0,0,0.0,5731759,0.17,bkc
2024-01-02,0,0.0,0,0.0,0,0.0,5731759,0.17,bkc
2024-09-12,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-09-11,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-09-10,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-09-09,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-09-06,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-09-05,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-09-04,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-08-30,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-08-29,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-08-28,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-08-27,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-08-26,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-08-23,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-08-22,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-08-21,0,0.0,0,0.0,0,0.0,-278220,2.42,blf
2024-08-20,0,0.0,0,0.0,0,0.0,-27822,2.42,blf
2024-08-19,0,0.0,0,0.0,0,0.0,-27822,2.42,blf
2024-08-16,0,0.0,0,0.0,0,0.0,-27822,2.42,blf
2024-08-15,0,0.0,0,0.0,0,0.0,-27822,2.42,blf
2024-08-14,0,0.0,0,0.0,0,0.0,-27822,2.42,blf
2024-08-13,0,0.0,0,0.0,0,0.0,-27842,2.42,blf
2024-08-12,-200,0.0,0,0.0,200,0.0,-27842,2.42,blf
2024-08-09,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-08-08,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-08-07,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-08-06,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-08-05,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-08-02,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-08-01,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-31,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-30,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-29,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-24,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-23,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-22,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-19,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-18,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-17,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-16,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-15,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-12,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-11,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-10,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-08,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-07-04,0,0.0,0,0.0,0,0.0,-27842,2.42,blf
2024-07-03,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-07-02,0,0.0,0,0.0,0,0.0,-27842,2.42,blf
2024-07-01,0,0.0,0,0.0,0,0.0,-27842,2.42,blf
2024-06-28,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-27,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-26,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-25,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-24,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-21,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-20,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-19,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-18,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-17,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-14,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-13,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-12,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-11,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-06-10,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-06-07,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-06,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-06-05,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-06-04,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-06-03,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-05-31,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-30,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-29,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-28,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-27,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-24,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-05-23,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-22,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-21,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-20,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-17,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-16,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-05-15,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-05-14,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-05-13,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-10,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-09,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-08,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-07,0,0.0,0,0.0,0,0.0,-27842,2.42,blf
2024-05-06,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-03,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-05-02,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-04-26,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-04-25,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-04-24,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-04-23,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-04-22,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-04-19,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-04-17,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-04-16,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-04-15,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-04-12,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-04-11,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-04-10,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-04-09,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-04-08,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-04-05,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-04-04,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-04-03,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-04-02,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-04-01,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-03-29,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-03-28,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-03-27,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-03-26,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-03-25,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-03-22,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-03-21,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-03-20,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-03-19,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-03-18,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-03-15,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-03-14,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-03-13,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-03-12,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-03-11,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-03-08,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-03-07,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-03-06,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-03-05,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-03-04,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-03-01,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-02-29,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-02-28,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-02-27,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-02-26,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-02-23,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-02-22,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-02-21,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-02-20,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-02-19,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-02-16,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-02-15,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-02-07,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-02-06,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-02-05,0,0.0,0,0.0,0,0.0,0,0.0,blf
2024-02-02,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-02-01,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-31,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-01-30,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-01-29,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-01-26,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-25,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-24,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-23,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-22,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-19,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-18,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-17,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-01-16,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-01-15,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-01-12,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-11,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-01-10,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-01-09,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-01-08,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-05,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-04,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-03,0,0.0,0,0.0,0,0.0,0,49.0,blf
2024-01-02,0,0.0,0,0.0,0,0.0,-278420,2.42,blf
2024-09-12,20000,0.2,20000,0.2,0,0.0,28802459,1.0,bli
2024-09-11,0,0.0,0,0.0,0,0.0,28822459,0.96,bli
2024-09-10,0,0.0,0,0.0,0,0.0,28822459,0.96,bli
2024-09-09,0,0.0,0,0.0,0,0.0,28822459,0.96,bli
2024-09-06,7000,0.07,7000,0.07,0,0.0,28822459,0.96,bli
2024-09-05,4000,0.04,4000,0.04,0,0.0,28829459,0.95,bli
2024-09-04,26000,0.27,26000,0.27,0,0.0,28833459,0.94,bli
2024-08-30,0,0.0,0,0.0,0,0.0,28859459,0.9,bli
2024-08-29,0,0.0,0,0.0,0,0.0,28859459,0.9,bli
2024-08-28,0,0.0,0,0.0,0,0.0,28859459,0.9,bli
2024-08-27,0,0.0,0,0.0,0,0.0,28859459,0.9,bli
2024-08-26,0,0.0,0,0.0,0,0.0,28859459,0.9,bli
2024-08-23,0,0.0,0,0.0,0,0.0,28859459,0.9,bli
2024-08-22,0,0.0,0,0.0,0,0.0,28859459,0.9,bli
2024-08-21,0,0.0,0,0.0,0,0.0,28859459,0.9,bli
2024-08-20,0,0.0,0,0.0,0,0.0,28859459,0.9,bli
2024-08-19,0,0.0,0,0.0,0,0.0,28859459,0.9,bli
2024-08-16,0,0.0,0,0.0,0,0.0,28859459,0.9,bli
2024-08-15,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-08-14,-5000,-0.05,0,0.0,5000,0.06,28854459,0.91,bli
2024-08-13,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-08-12,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-08-09,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-08-08,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-08-07,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-08-06,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-08-05,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-08-02,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-08-01,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-07-31,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-07-30,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-07-29,0,0.0,0,0.0,0,0.0,28854459,0.91,bli
2024-07-24,10600,0.12,10600,0.12,0,0.0,28854459,0.91,bli
2024-07-23,0,0.0,0,0.0,0,0.0,28865059,0.89,bli
2024-07-22,0,0.0,0,0.0,0,0.0,28865059,0.89,bli
2024-07-19,0,0.0,0,0.0,0,0.0,28865059,0.89,bli
2024-07-18,1000,0.01,1000,0.01,0,0.0,28865059,0.89,bli
2024-07-17,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-07-16,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-07-15,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-07-12,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-07-11,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-07-10,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-07-08,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-07-04,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-07-03,0,0.0,0,0.0,0,0.0,28866059,0.0,bli
2024-07-02,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-07-01,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-06-28,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-06-27,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-06-26,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-06-25,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-06-24,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-06-21,0,0.0,0,0.0,0,0.0,28866059,0.89,bli
2024-06-20,3000,0.04,3000,0.04,0,0.0,28866059,0.89,bli
2024-06-19,0,0.0,0,0.0,0,0.0,28869059,0.88,bli
2024-06-18,200,0.0,200,0.0,0,0.0,28869059,0.88,bli
2024-06-17,0,0.0,0,0.0,0,0.0,28869259,0.88,bli
2024-06-14,0,0.0,0,0.0,0,0.0,28869259,0.88,bli
2024-06-13,7000,0.09,7000,0.09,0,0.0,28869259,0.88,bli
2024-06-12,0,0.0,0,0.0,0,0.0,28876259,0.87,bli
2024-06-11,9300,0.11,9300,0.11,0,0.0,28876259,0.02,bli
2024-06-10,3000,0.03,3000,0.03,0,0.0,28885559,0.0,bli
2024-06-07,0,0.0,0,0.0,0,0.0,28888559,0.85,bli
2024-06-06,0,0.0,0,0.0,0,0.0,28888859,0.85,bli
2024-06-05,3600,0.04,3600,0.04,0,0.0,28888859,0.0,bli
2024-06-04,0,0.0,0,0.0,0,0.0,28892459,0.0,bli
2024-06-03,0,0.0,0,0.0,0,0.0,28892459,0.0,bli
2024-05-31,0,0.0,0,0.0,0,0.0,28892460,0.85,bli
2024-05-30,0,0.0,0,0.0,0,0.0,28892460,0.85,bli
2024-05-29,100,0.0,100,0.0,0,0.0,28892460,0.85,bli
2024-05-28,0,0.0,0,0.0,0,0.0,28892560,0.85,bli
2024-05-27,100,0.0,100,0.0,0,0.0,28892560,0.85,bli
2024-05-24,14000,0.15,14000,0.15,0,0.0,28892659,0.0,bli
2024-05-23,0,0.0,0,0.0,0,0.0,28906660,0.82,bli
2024-05-22,1200,0.01,1200,0.01,0,0.0,28906660,0.82,bli
2024-05-21,0,0.0,0,0.0,0,0.0,28907860,0.82,bli
2024-05-20,0,0.0,0,0.0,0,0.0,28907860,0.82,bli
2024-05-17,0,0.0,0,0.0,0,0.0,28907860,0.82,bli
2024-05-16,0,0.0,0,0.0,0,0.0,28907859,0.0,bli
2024-05-15,0,0.0,0,0.0,0,0.0,28907859,0.0,bli
2024-05-14,0,0.0,0,0.0,0,0.0,28907859,0.0,bli
2024-05-13,200,0.0,200,0.0,0,0.0,28907860,0.82,bli
2024-05-10,0,0.0,0,0.0,0,0.0,28908060,0.82,bli
2024-05-09,0,0.0,0,0.0,0,0.0,28908060,0.82,bli
2024-05-08,0,0.0,0,0.0,0,0.0,28908060,0.82,bli
2024-05-07,0,0.0,0,0.0,0,0.0,28908060,0.82,bli
2024-05-06,0,0.0,0,0.0,0,0.0,28908060,0.82,bli
2024-05-03,0,0.0,0,0.0,0,0.0,28908060,0.82,bli
2024-05-02,0,0.0,0,0.0,0,0.0,28908060,0.82,bli
